"","extent","id","area","x","y","lgn.1","lgn.2","lgn.3","lgn.4","lgn.5","lat.1","lat.2","lat.3","lat.4","lat.5","JulesMean","JulesSD","BioMean","BioSD","VisitsMean","VisitsSD"
"67","Long Mynd",290443,1078.04081580509,-2.87756432933831,52.4821626952677,-2.87756432933831,-2.87756432933831,-2.86284196459722,-2.86284196459722,-2.87756432933831,52.4821626952677,52.4911483963028,52.4911483963028,52.4821626952677,52.4821626952677,11.1117985382974,2.85884623513347,38.0924928257303,1.02118150082968,48,1.59120603884143
"68","Long Mynd",289400,365103.360527334,-2.89246934969853,52.491041393585,-2.89246934969853,-2.89246934969853,-2.87774401934746,-2.87774401934746,-2.89246934969853,52.491041393585,52.5000270807624,52.5000270807624,52.491041393585,52.491041393585,9.18179191852009,2.91936382883845,43.8892669687357,0.957741299661544,16,2.97325261851412
"69","Long Mynd",290442,168058.184397967,-2.87774330544292,52.491151586649,-2.87774330544292,-2.87774330544292,-2.86301793827606,-2.86301793827606,-2.87774330544292,52.491151586649,52.5001372736545,52.5001372736545,52.491151586649,52.491151586649,9.64569855599726,2.99510660423001,40.4550281475896,1.03047448250009,36,2.79149860335214
"70","Long Mynd",289399,323607.791081522,-2.89265142279143,52.5000302352132,-2.89265142279143,-2.89265142279143,-2.87792308845959,-2.87792308845959,-2.89265142279143,52.5000302352132,52.5090159083622,52.5090159083622,52.5000302352132,52.5000302352132,10.2617910816308,2.8870661716287,39.9891774281215,0.953096846439621,23,2.73877886193639
"71","Long Mynd",290441,745690.260709023,-2.87792237610564,52.5001404638523,-2.87792237610564,-2.87792237610564,-2.86319400492662,-2.86319400492662,-2.87792237610564,52.5001404638523,52.5091261368292,52.5091261368292,52.5001404638523,52.5001404638523,10.5503312537339,2.55502767292336,37.6240097149821,1.0648402189894,37,2.49929805705153
"72","Long Mynd",291483,50538.0211875562,-2.86319323479525,52.5002488593912,-2.86319323479525,-2.86319323479525,-2.84846482738157,-2.84846482738157,-2.86319323479525,52.5002488593912,52.509234532199,52.509234532199,52.5002488593912,52.5002488593912,10.0723485864806,2.74577608575661,38.8078649729056,0.989417914860129,51,2.94689656198359
"73","Long Mynd",290440,385875.103326255,-2.87810154139309,52.5091293268783,-2.87810154139309,-2.87810154139309,-2.8633701646144,-2.8633701646144,-2.87810154139309,52.5091293268783,52.5181149858278,52.5181149858278,52.5091293268783,52.5091293268783,11.7556481028764,2.36822699183401,40.5087164536664,0.790436817201065,5,2.81182645447432
"74","Long Mynd",291482,218692.391254699,-2.86336939599986,52.509237757415,-2.86336939599986,-2.86336939599986,-2.8486379829556,-2.8486379829556,-2.86336939599986,52.509237757415,52.5182234161953,52.5182234161953,52.509237757415,52.509237757415,9.60090605071069,2.84221375143404,40.3930652066695,0.908225619842752,34,2.58590974869107
"75","West Devon",186436,8087.58366339002,-4.26129959931525,50.7281661856547,-4.26129959931525,-4.26129959931525,-4.24713399904774,-4.24713399904774,-4.26129959931525,50.7281661856547,50.7371546425799,50.7371546425799,50.7281661856547,50.7281661856547,17.6339700006615,0.9445734064861,44.4051105220919,1.0292319643852,49,2.55866982038932
"76","West Devon",187478,193629.102639726,-4.24714239365623,50.7284400429459,-4.24714239365623,-4.24714239365623,-4.23297671077929,-4.23297671077929,-4.24714239365623,50.7284400429459,50.7374284994383,50.7374284994383,50.7284400429459,50.7284400429459,19.0434088261857,1.0953622789677,43.5947359169541,0.961953647879791,41,2.7862281348075
